question_id,temporal_distance,recency_score,subject_fact_count,overlap_count,subject_fact_density,domain,task_family,as_of_day,subject
q755,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts6
q756,28,0.47457627118644063,33,69,0.4714285714285714,fast,AsOfQA,32,docs_10
q756,51,0.864406779661017,6,39,0.15,slow,PastQueryTrap,9,spec_15
q756,31,0.5254237288135593,10,29,0.3333333333333333,slow,PastQueryTrap,29,hw_1
q756,34,0.576271186440678,46,19,2.3,fast,PastQueryTrap,26,sts0
q757,22,0.3728813559322034,39,69,0.5571428571428572,fast,AsOfQA,38,incident_8
q757,0,0.0,47,79,0.5875,fast,CurrentQuery,60,incident_26
q757,2,0.03389830508474578,7,29,0.23333333333333334,slow,CurrentQuery,58,spec_14
q757,23,0.38983050847457623,8,9,0.8,medium,OverlapQuery,37,api6
q758,38,0.6440677966101696,29,79,0.3625,medium,AsOfQA,22,model_4
q758,2,0.03389830508474578,16,39,0.4,slow,CurrentQuery,58,spec_6
q758,50,0.847457627118644,24,39,0.6,medium,DecayTrap,10,mdl_5
q758,2,0.03389830508474578,44,19,2.2,fast,OverlapQuery,58,sts4
q759,16,0.27118644067796616,35,69,0.5,fast,AsOfQA,44,incident_10
q759,31,0.5254237288135593,45,79,0.5625,fast,PastQueryTrap,29,status_10
q759,50,0.847457627118644,5,29,0.16666666666666666,slow,DecayTrap,10,spec_4
q759,0,0.0,14,9,1.4,medium,CurrentQuery,60,api9
q76,17,0.288135593220339,40,69,0.5714285714285714,fast,AsOfQA,43,docs_7
q76,10,0.1694915254237288,37,79,0.4625,fast,PastQueryTrap,50,docs_12
q76,9,0.15254237288135597,11,29,0.36666666666666664,slow,PastQueryTrap,51,hw_4
q76,42,0.711864406779661,7,9,0.7,slow,OverlapQuery,18,hw8
q760,47,0.7966101694915254,15,59,0.25,slow,AsOfQA,13,spec_20
q760,41,0.6949152542372881,39,79,0.4875,fast,PastQueryTrap,19,incident_17
q760,50,0.847457627118644,12,29,0.4,slow,DecayTrap,10,spec_0
q760,41,0.6949152542372881,20,9,2.0,medium,OverlapQuery,19,api7
q761,13,0.22033898305084743,27,79,0.3375,medium,AsOfQA,47,api_8
q761,47,0.7966101694915254,13,39,0.325,slow,PastQueryTrap,13,hardware_18
q761,0,0.0,48,69,0.6857142857142857,fast,CurrentQuery,60,inc_21
q761,40,0.6779661016949152,46,19,2.3,fast,OverlapQuery,20,sts10
q762,3,0.05084745762711862,24,79,0.3,medium,AsOfQA,57,pricing_10
q762,17,0.288135593220339,43,79,0.5375,fast,PastQueryTrap,43,status_16
q762,50,0.847457627118644,47,69,0.6714285714285714,fast,PastQueryTrap,10,inc_24
q762,13,0.22033898305084743,46,19,2.3,fast,OverlapQuery,47,sts10
q763,31,0.5254237288135593,25,79,0.3125,medium,AsOfQA,29,pricing_16
q763,60,1.0,15,39,0.375,slow,ChangeDetection,0,hardware_14
q763,44,0.7457627118644068,15,29,0.5,slow,PastQueryTrap,16,hw_8
q763,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts2
q764,39,0.6610169491525424,31,79,0.3875,medium,AsOfQA,21,model_11
q764,27,0.4576271186440678,48,79,0.6,fast,PastQueryTrap,33,status_26
q764,9,0.15254237288135597,51,69,0.7285714285714285,fast,PastQueryTrap,51,sts_13
q764,9,0.15254237288135597,7,9,0.7,slow,CurrentQuery,51,hw0
q765,10,0.1694915254237288,33,79,0.4125,medium,AsOfQA,50,model_16
q765,3,0.05084745762711862,18,39,0.45,slow,PastQueryTrap,57,hardware_15
q765,34,0.576271186440678,50,69,0.7142857142857143,fast,PastQueryTrap,26,sts_20
q765,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts0
q766,25,0.423728813559322,31,69,0.44285714285714284,fast,AsOfQA,35,docs_14
q766,35,0.5932203389830508,18,39,0.45,slow,PastQueryTrap,25,spec_17
q766,6,0.10169491525423724,8,29,0.26666666666666666,slow,CurrentQuery,54,spec_13
q766,35,0.5932203389830508,44,19,2.2,fast,OverlapQuery,25,sts4
q767,49,0.8305084745762712,28,69,0.4,fast,AsOfQA,11,docs_6
q767,60,1.0,18,39,0.45,slow,ChangeDetection,0,spec_10
q767,52,0.8813559322033898,45,69,0.6428571428571429,fast,DecayTrap,8,inc_9
q767,34,0.576271186440678,7,9,0.7,slow,OverlapQuery,26,hw0
q768,26,0.44067796610169496,40,69,0.5714285714285714,fast,AsOfQA,34,status_5
q768,0,0.0,49,79,0.6125,fast,CurrentQuery,60,docs_10
q768,53,0.8983050847457628,41,69,0.5857142857142857,fast,DecayTrap,7,doc_14
q768,1,0.016949152542372836,5,9,0.5,slow,CurrentQuery,59,hw2
q769,28,0.47457627118644063,35,69,0.5,fast,AsOfQA,32,status_12
q769,18,0.30508474576271183,48,79,0.6,fast,PastQueryTrap,42,docs_17
q769,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,sts_16
q769,4,0.06779661016949157,42,19,2.1,fast,PastQueryTrap,56,sts12
q77,24,0.4067796610169492,26,79,0.325,medium,AsOfQA,36,api_14
q77,0,0.0,24,49,0.48,medium,CurrentQuery,60,model_12
q77,53,0.8983050847457628,11,29,0.36666666666666664,slow,DecayTrap,7,hw_4
q77,57,0.9661016949152542,20,9,2.0,medium,OverlapQuery,3,api4
q770,39,0.6610169491525424,35,69,0.5,fast,AsOfQA,21,incident_23
q770,20,0.3389830508474576,22,49,0.44,medium,PastQueryTrap,40,api_10
q770,54,0.9152542372881356,41,69,0.5857142857142857,fast,DecayTrap,6,inc_11
q770,43,0.728813559322034,43,19,2.15,fast,PastQueryTrap,17,sts2
q771,42,0.711864406779661,20,59,0.3333333333333333,slow,AsOfQA,18,spec_15
q771,0,0.0,39,79,0.4875,fast,CurrentQuery,60,incident_20
q771,49,0.8305084745762712,16,29,0.5333333333333333,slow,DecayTrap,11,hw_11
q771,0,0.0,51,19,2.55,fast,CurrentQuery,60,sts15
q772,46,0.7796610169491526,37,69,0.5285714285714286,fast,AsOfQA,14,status_1
q772,32,0.5423728813559322,40,79,0.5,fast,PastQueryTrap,28,docs_0
q772,44,0.7457627118644068,11,29,0.36666666666666664,slow,DecayTrap,16,hw_4
q772,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts1
q773,49,0.8305084745762712,36,69,0.5142857142857142,fast,AsOfQA,11,docs_12
q773,42,0.711864406779661,34,79,0.425,fast,PastQueryTrap,18,incident_22
q773,59,1.0,48,69,0.6857142857142857,fast,PastQueryTrap,1,doc_4
q773,0,0.0,6,9,0.6,slow,CurrentQuery,60,hw4
q774,27,0.4576271186440678,44,69,0.6285714285714286,fast,AsOfQA,33,incident_4
q774,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_9
q774,49,0.8305084745762712,8,29,0.26666666666666666,slow,OverlapTrap,11,hw_2
q774,45,0.7627118644067796,20,9,2.0,medium,OverlapQuery,15,api7
q775,16,0.27118644067796616,17,59,0.2833333333333333,slow,AsOfQA,44,hardware_27
q775,1,0.016949152542372836,39,79,0.4875,fast,CurrentQuery,59,status_29
q775,0,0.0,52,69,0.7428571428571429,fast,CurrentQuery,60,sts_1
q775,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q776,18,0.30508474576271183,37,69,0.5285714285714286,fast,AsOfQA,42,incident_17
q776,9,0.15254237288135597,23,49,0.46,medium,PastQueryTrap,51,model_1
q776,36,0.6101694915254237,20,9,2.0,medium,PastQueryTrap,24,api4
q777,10,0.1694915254237288,15,59,0.25,slow,AsOfQA,50,hardware_14
q777,30,0.5084745762711864,23,49,0.46,medium,PastQueryTrap,30,model_1
q777,27,0.4576271186440678,46,69,0.6571428571428571,fast,PastQueryTrap,33,doc_5
q777,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts16
q778,21,0.35593220338983056,36,69,0.5142857142857142,fast,AsOfQA,39,status_7
q778,0,0.0,10,39,0.25,slow,CurrentQuery,60,spec_14
q778,45,0.7627118644067796,11,29,0.36666666666666664,slow,DecayTrap,15,hw_4
q778,21,0.35593220338983056,20,9,2.0,medium,OverlapQuery,39,api4
q779,58,0.9830508474576272,13,59,0.21666666666666667,slow,AsOfQA,2,hardware_7
q779,0,0.0,41,79,0.5125,fast,CurrentQuery,60,docs_16
q779,47,0.7966101694915254,50,69,0.7142857142857143,fast,DecayTrap,13,inc_20
q779,28,0.47457627118644063,5,9,0.5,slow,PastQueryTrap,32,hw2
q78,44,0.7457627118644068,42,69,0.6,fast,AsOfQA,16,docs_13
q78,32,0.5423728813559322,26,49,0.52,medium,PastQueryTrap,28,api_17
q78,58,0.9830508474576272,48,69,0.6857142857142857,fast,OverlapTrap,2,doc_4
q78,38,0.6440677966101696,10,9,1.0,medium,OverlapQuery,22,api3
q780,13,0.22033898305084743,40,69,0.5714285714285714,fast,AsOfQA,47,docs_7
q780,13,0.22033898305084743,21,49,0.42,medium,PastQueryTrap,47,api_4
q780,10,0.1694915254237288,45,69,0.6428571428571429,fast,PastQueryTrap,50,sts_5
q780,24,0.4067796610169492,20,9,2.0,medium,OverlapQuery,36,api7
q781,16,0.27118644067796616,40,69,0.5714285714285714,fast,AsOfQA,44,incident_19
q781,56,0.9491525423728814,25,49,0.5,medium,PastQueryTrap,4,api_3
q781,58,0.9830508474576272,25,39,0.625,medium,OverlapTrap,2,api_7
q781,34,0.576271186440678,44,19,2.2,fast,OverlapQuery,26,sts7
q782,52,0.8813559322033898,42,69,0.6,fast,AsOfQA,8,docs_13
q782,60,1.0,47,79,0.5875,fast,ChangeDetection,0,status_11
q782,55,0.9322033898305084,46,69,0.6571428571428571,fast,OverlapTrap,5,inc_15
q782,0,0.0,15,9,1.5,medium,CurrentQuery,60,api1
q783,33,0.5593220338983051,37,69,0.5285714285714286,fast,AsOfQA,27,status_23
q783,42,0.711864406779661,42,79,0.525,fast,PastQueryTrap,18,docs_15
q783,1,0.016949152542372836,18,39,0.45,medium,CurrentQuery,59,prc_4
q783,30,0.5084745762711864,5,9,0.5,slow,PastQueryTrap,30,hw2
q784,59,1.0,28,69,0.4,fast,AsOfQA,1,incident_0
q784,27,0.4576271186440678,34,79,0.425,fast,PastQueryTrap,33,status_4
q784,49,0.8305084745762712,9,29,0.3,slow,DecayTrap,11,spec_1
q784,17,0.288135593220339,42,19,2.1,fast,OverlapQuery,43,sts12
q785,27,0.4576271186440678,35,79,0.4375,medium,AsOfQA,33,api_16
q785,60,1.0,49,79,0.6125,fast,ChangeDetection,0,docs_10
q785,33,0.5593220338983051,50,69,0.7142857142857143,fast,PastQueryTrap,27,doc_13
q785,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q786,47,0.7966101694915254,42,69,0.6,fast,AsOfQA,13,status_19
q786,60,1.0,10,39,0.25,slow,ChangeDetection,0,spec_8
q786,55,0.9322033898305084,46,69,0.6571428571428571,fast,OverlapTrap,5,inc_19
q786,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q787,50,0.847457627118644,17,59,0.2833333333333333,slow,AsOfQA,10,spec_23
q787,4,0.06779661016949157,12,49,0.24,medium,CurrentQuery,56,model_0
q787,0,0.0,47,69,0.6714285714285714,fast,CurrentQuery,60,inc_24
q787,39,0.6610169491525424,20,9,2.0,medium,OverlapQuery,21,api4
q788,52,0.8813559322033898,22,79,0.275,medium,AsOfQA,8,api_11
q788,52,0.8813559322033898,20,49,0.4,medium,PastQueryTrap,8,api_18
q788,26,0.44067796610169496,14,39,0.35,medium,PastQueryTrap,34,prc_8
q788,2,0.03389830508474578,10,9,1.0,medium,CurrentQuery,58,api3
q789,57,0.9661016949152542,41,69,0.5857142857142857,fast,AsOfQA,3,docs_17
q789,1,0.016949152542372836,15,39,0.375,slow,CurrentQuery,59,spec_19
q789,0,0.0,51,69,0.7285714285714285,fast,CurrentQuery,60,doc_16
q789,43,0.728813559322034,7,9,0.7,slow,OverlapQuery,17,hw8
q79,41,0.6949152542372881,20,79,0.25,medium,AsOfQA,19,pricing_13
q79,17,0.288135593220339,11,39,0.275,slow,PastQueryTrap,43,spec_2
q79,57,0.9661016949152542,50,69,0.7142857142857143,fast,OverlapTrap,3,doc_1
q79,17,0.288135593220339,10,9,1.0,medium,OverlapQuery,43,api8
q790,6,0.10169491525423724,19,79,0.2375,medium,AsOfQA,54,pricing_1
q790,1,0.016949152542372836,13,39,0.325,slow,CurrentQuery,59,hardware_3
q790,23,0.38983050847457623,10,29,0.3333333333333333,slow,PastQueryTrap,37,hw_5
q790,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts18
q791,30,0.5084745762711864,23,79,0.2875,medium,AsOfQA,30,pricing_0
q791,60,1.0,21,39,0.525,slow,ChangeDetection,0,spec_0
q791,55,0.9322033898305084,5,29,0.16666666666666666,slow,OverlapTrap,5,spec_4
q791,0,0.0,50,19,2.5,fast,CurrentQuery,60,sts19
q792,4,0.06779661016949157,14,59,0.23333333333333334,slow,AsOfQA,56,spec_0
q792,56,0.9491525423728814,42,79,0.525,fast,PastQueryTrap,4,status_3
q792,55,0.9322033898305084,45,69,0.6428571428571429,fast,OverlapTrap,5,inc_0
q792,6,0.10169491525423724,42,19,2.1,fast,OverlapQuery,54,sts11
q793,35,0.5932203389830508,26,79,0.325,medium,AsOfQA,25,pricing_6
q793,28,0.47457627118644063,15,39,0.375,slow,PastQueryTrap,32,hardware_0
q793,57,0.9661016949152542,49,69,0.7,fast,OverlapTrap,3,doc_15
q793,4,0.06779661016949157,12,9,1.2,medium,CurrentQuery,56,api5
q794,14,0.23728813559322037,38,69,0.5428571428571428,fast,AsOfQA,46,incident_6
q794,0,0.0,21,49,0.42,medium,CurrentQuery,60,model_6
q794,1,0.016949152542372836,5,9,0.5,slow,CurrentQuery,59,hw2
q795,48,0.8135593220338984,22,79,0.275,medium,AsOfQA,12,api_11
q795,0,0.0,21,49,0.42,medium,CurrentQuery,60,api_8
q795,46,0.7796610169491526,5,29,0.16666666666666666,slow,DecayTrap,14,spec_11
q795,21,0.35593220338983056,5,9,0.5,slow,OverlapQuery,39,hw2
q796,10,0.1694915254237288,37,69,0.5285714285714286,fast,AsOfQA,50,status_21
q796,25,0.423728813559322,19,49,0.38,medium,PastQueryTrap,35,api_9
q796,52,0.8813559322033898,54,69,0.7714285714285715,fast,DecayTrap,8,inc_12
q796,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts14
q797,55,0.9322033898305084,39,69,0.5571428571428572,fast,AsOfQA,5,incident_8
q797,6,0.10169491525423724,26,49,0.52,medium,PastQueryTrap,54,model_11
q797,45,0.7627118644067796,13,29,0.43333333333333335,slow,OverlapTrap,15,spec_5
q797,46,0.7796610169491526,46,19,2.3,fast,OverlapQuery,14,sts6
q798,48,0.8135593220338984,31,69,0.44285714285714284,fast,AsOfQA,12,docs_14
q798,20,0.3389830508474576,48,79,0.6,fast,PastQueryTrap,40,status_21
q798,55,0.9322033898305084,54,69,0.7714285714285715,fast,OverlapTrap,5,inc_12
q798,34,0.576271186440678,20,9,2.0,medium,PastQueryTrap,26,api7
q799,17,0.288135593220339,45,69,0.6428571428571429,fast,AsOfQA,43,incident_14
q799,49,0.8305084745762712,26,49,0.52,medium,PastQueryTrap,11,api_17
q799,57,0.9661016949152542,19,39,0.475,medium,OverlapTrap,3,mdl_9
q799,26,0.44067796610169496,44,19,2.2,fast,PastQueryTrap,34,sts4
q8,11,0.18644067796610164,27,79,0.3375,medium,AsOfQA,49,model_5
q8,60,1.0,11,39,0.275,slow,ChangeDetection,0,spec_4
q8,0,0.0,18,39,0.45,medium,CurrentQuery,60,mdl_13
q8,48,0.8135593220338984,43,19,2.15,fast,PastQueryTrap,12,sts2
q80,53,0.8983050847457628,31,69,0.44285714285714284,fast,AsOfQA,7,docs_14
q80,33,0.5593220338983051,43,79,0.5375,fast,PastQueryTrap,27,docs_6
q80,51,0.864406779661017,11,29,0.36666666666666664,slow,DecayTrap,9,spec_7
q80,0,0.0,9,9,0.9,slow,CurrentQuery,60,hw7
q800,49,0.8305084745762712,28,79,0.35,medium,AsOfQA,11,api_1
q800,60,1.0,41,79,0.5125,fast,ChangeDetection,0,incident_25
q800,47,0.7966101694915254,9,29,0.3,slow,DecayTrap,13,spec_1
q800,30,0.5084745762711864,42,19,2.1,fast,OverlapQuery,30,sts11
q801,23,0.38983050847457623,35,69,0.5,fast,AsOfQA,37,incident_23
q801,60,1.0,34,79,0.425,fast,ChangeDetection,0,status_4
q801,55,0.9322033898305084,51,69,0.7285714285714285,fast,OverlapTrap,5,sts_7
q801,57,0.9661016949152542,7,9,0.7,slow,PastQueryTrap,3,hw8
q802,30,0.5084745762711864,34,69,0.4857142857142857,fast,AsOfQA,30,incident_11
q802,49,0.8305084745762712,14,39,0.35,slow,PastQueryTrap,11,spec_9
q802,5,0.0847457627118644,7,9,0.7,slow,CurrentQuery,55,hw0
q803,27,0.4576271186440678,20,59,0.3333333333333333,slow,AsOfQA,33,spec_7
q803,60,1.0,40,79,0.5,fast,ChangeDetection,0,incident_16
q803,57,0.9661016949152542,47,69,0.6714285714285714,fast,OverlapTrap,3,sts_24
q803,7,0.11864406779661019,8,9,0.8,medium,OverlapQuery,53,api6
q804,16,0.27118644067796616,44,69,0.6285714285714286,fast,AsOfQA,44,incident_4
q804,0,0.0,15,39,0.375,slow,CurrentQuery,60,spec_19
q804,37,0.6271186440677966,45,69,0.6428571428571429,fast,PastQueryTrap,23,doc_19
q804,41,0.6949152542372881,50,19,2.5,fast,OverlapQuery,19,sts19
q805,12,0.2033898305084746,18,79,0.225,medium,AsOfQA,48,pricing_7
q805,60,1.0,44,79,0.55,fast,ChangeDetection,0,incident_29
q805,56,0.9491525423728814,50,69,0.7142857142857143,fast,OverlapTrap,4,sts_20
q805,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts1
q806,54,0.9152542372881356,23,79,0.2875,medium,AsOfQA,6,pricing_14
q806,60,1.0,43,79,0.5375,fast,ChangeDetection,0,status_16
q806,19,0.3220338983050848,51,69,0.7285714285714285,fast,PastQueryTrap,41,sts_17
q806,13,0.22033898305084743,15,9,1.5,medium,OverlapQuery,47,api1
q807,59,1.0,36,69,0.5142857142857142,fast,AsOfQA,1,docs_16
q807,0,0.0,22,49,0.44,medium,CurrentQuery,60,model_15
q807,57,0.9661016949152542,44,69,0.6285714285714286,fast,OverlapTrap,3,doc_6
q807,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q808,52,0.8813559322033898,14,59,0.23333333333333334,slow,AsOfQA,8,hardware_3
q808,50,0.847457627118644,43,79,0.5375,fast,PastQueryTrap,10,incident_10
q808,12,0.2033898305084746,10,39,0.25,medium,PastQueryTrap,48,mdl_2
q808,27,0.4576271186440678,20,9,2.0,medium,OverlapQuery,33,api7
q809,23,0.38983050847457623,36,69,0.5142857142857142,fast,AsOfQA,37,docs_12
q809,60,1.0,11,39,0.275,slow,ChangeDetection,0,hardware_8
q809,45,0.7627118644067796,50,69,0.7142857142857143,fast,DecayTrap,15,doc_8
q809,49,0.8305084745762712,5,9,0.5,slow,PastQueryTrap,11,hw3
q81,49,0.8305084745762712,40,69,0.5714285714285714,fast,AsOfQA,11,docs_7
q81,60,1.0,26,49,0.52,medium,ChangeDetection,0,api_17
q81,47,0.7966101694915254,17,39,0.425,medium,DecayTrap,13,api_11
q81,6,0.10169491525423724,8,9,0.8,medium,OverlapQuery,54,api6
q810,18,0.30508474576271183,27,79,0.3375,medium,AsOfQA,42,model_24
q810,2,0.03389830508474578,34,79,0.425,fast,CurrentQuery,58,status_4
q810,9,0.15254237288135597,19,39,0.475,medium,PastQueryTrap,51,mdl_9
q810,50,0.847457627118644,43,19,2.15,fast,OverlapQuery,10,sts17
q811,0,0.0,27,79,0.3375,medium,AsOfQA,60,model_5
q811,16,0.27118644067796616,7,39,0.175,slow,PastQueryTrap,44,spec_12
q811,0,0.0,50,69,0.7142857142857143,fast,CurrentQuery,60,doc_13
q811,38,0.6440677966101696,46,19,2.3,fast,OverlapQuery,22,sts10
q812,44,0.7457627118644068,27,79,0.3375,medium,AsOfQA,16,api_12
q812,33,0.5593220338983051,47,79,0.5875,fast,PastQueryTrap,27,status_11
q812,31,0.5254237288135593,11,29,0.36666666666666664,slow,PastQueryTrap,29,spec_12
q812,3,0.05084745762711862,12,9,1.2,medium,CurrentQuery,57,api5
q813,2,0.03389830508474578,15,59,0.25,slow,AsOfQA,58,spec_5
q813,60,1.0,22,49,0.44,medium,ChangeDetection,0,api_10
q813,55,0.9322033898305084,48,69,0.6857142857142857,fast,OverlapTrap,5,sts_18
q813,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q814,52,0.8813559322033898,23,79,0.2875,medium,AsOfQA,8,model_8
q814,32,0.5423728813559322,11,39,0.275,slow,PastQueryTrap,28,hardware_6
q814,30,0.5084745762711864,48,69,0.6857142857142857,fast,PastQueryTrap,30,sts_22
q814,48,0.8135593220338984,46,19,2.3,fast,OverlapQuery,12,sts0
q815,21,0.35593220338983056,23,79,0.2875,medium,AsOfQA,39,api_27
q815,21,0.35593220338983056,15,49,0.3,medium,PastQueryTrap,39,model_19
q815,0,0.0,43,69,0.6142857142857143,fast,CurrentQuery,60,inc_17
q815,43,0.728813559322034,5,9,0.5,slow,PastQueryTrap,17,hw3
q816,48,0.8135593220338984,35,69,0.5,fast,AsOfQA,12,incident_23
q816,35,0.5932203389830508,21,49,0.42,medium,PastQueryTrap,25,api_8
q816,55,0.9322033898305084,51,69,0.7285714285714285,fast,OverlapTrap,5,sts_17
q816,2,0.03389830508474578,13,9,1.3,slow,CurrentQuery,58,hw1
q817,32,0.5423728813559322,26,79,0.325,medium,AsOfQA,28,api_5
q817,18,0.30508474576271183,48,79,0.6,fast,PastQueryTrap,42,status_22
q817,54,0.9152542372881356,18,39,0.45,medium,DecayTrap,6,mdl_13
q817,38,0.6440677966101696,43,19,2.15,fast,PastQueryTrap,22,sts17
q818,23,0.38983050847457623,41,69,0.5857142857142857,fast,AsOfQA,37,docs_0
q818,60,1.0,48,79,0.6,fast,ChangeDetection,0,status_26
q818,4,0.06779661016949157,11,29,0.36666666666666664,slow,CurrentQuery,56,spec_7
q818,19,0.3220338983050848,48,19,2.4,fast,OverlapQuery,41,sts9
q819,0,0.0,14,59,0.23333333333333334,slow,AsOfQA,60,hardware_26
q819,0,0.0,39,79,0.4875,fast,CurrentQuery,60,docs_5
q819,3,0.05084745762711862,8,29,0.26666666666666666,slow,PastQueryTrap,57,hw_2
q819,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q82,21,0.35593220338983056,41,69,0.5857142857142857,fast,AsOfQA,39,status_4
q82,50,0.847457627118644,19,49,0.38,medium,PastQueryTrap,10,model_13
q82,48,0.8135593220338984,41,69,0.5857142857142857,fast,DecayTrap,12,inc_11
q82,6,0.10169491525423724,7,9,0.7,slow,PastQueryTrap,54,hw8
q820,38,0.6440677966101696,36,69,0.5142857142857142,fast,AsOfQA,22,incident_22
q820,0,0.0,42,79,0.525,fast,CurrentQuery,60,docs_15
q820,31,0.5254237288135593,12,29,0.4,slow,PastQueryTrap,29,hw_6
q820,1,0.016949152542372836,51,19,2.55,fast,CurrentQuery,59,sts15
q821,59,1.0,37,69,0.5285714285714286,fast,AsOfQA,1,incident_17
q821,60,1.0,43,79,0.5375,fast,ChangeDetection,0,docs_19
q821,0,0.0,48,69,0.6857142857142857,fast,PastQueryTrap,60,inc_22
q821,59,1.0,47,19,2.35,fast,OverlapQuery,1,sts18
q822,59,1.0,18,79,0.225,medium,AsOfQA,1,pricing_7
q822,60,1.0,18,39,0.45,slow,ChangeDetection,0,spec_17
q822,54,0.9152542372881356,13,39,0.325,medium,OverlapTrap,6,api_6
q822,7,0.11864406779661019,10,9,1.0,medium,CurrentQuery,53,api8
q823,37,0.6271186440677966,37,69,0.5285714285714286,fast,AsOfQA,23,incident_5
q823,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_15
q823,44,0.7457627118644068,49,69,0.7,fast,DecayTrap,16,doc_18
q823,5,0.0847457627118644,10,9,1.0,medium,PastQueryTrap,55,api8
q824,14,0.23728813559322037,19,59,0.31666666666666665,slow,AsOfQA,46,hardware_25
q824,60,1.0,25,49,0.5,medium,ChangeDetection,0,model_4
q824,40,0.6779661016949152,19,39,0.475,medium,PastQueryTrap,20,mdl_9
q824,12,0.2033898305084746,43,19,2.15,fast,OverlapQuery,48,sts14
q825,6,0.10169491525423724,28,79,0.35,medium,AsOfQA,54,api_1
q825,58,0.9830508474576272,7,39,0.175,slow,PastQueryTrap,2,spec_12
q825,54,0.9152542372881356,47,69,0.6714285714285714,fast,OverlapTrap,6,sts_24
q825,4,0.06779661016949157,46,19,2.3,fast,OverlapQuery,56,sts10
q826,10,0.1694915254237288,26,79,0.325,medium,AsOfQA,50,pricing_6
q826,60,1.0,18,39,0.45,slow,ChangeDetection,0,spec_10
q826,2,0.03389830508474578,11,29,0.36666666666666664,slow,CurrentQuery,58,spec_10
q826,26,0.44067796610169496,20,9,2.0,medium,OverlapQuery,34,api4
q827,2,0.03389830508474578,41,69,0.5857142857142857,fast,AsOfQA,58,status_11
q827,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_24
q827,44,0.7457627118644068,8,29,0.26666666666666666,slow,DecayTrap,16,spec_9
q827,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts4
q828,17,0.288135593220339,29,79,0.3625,medium,AsOfQA,43,api_15
q828,42,0.711864406779661,44,79,0.55,fast,PastQueryTrap,18,incident_4
q828,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,sts_5
q828,24,0.4067796610169492,20,9,2.0,medium,OverlapQuery,36,api7
q829,52,0.8813559322033898,37,69,0.5285714285714286,fast,AsOfQA,8,status_20
q829,0,0.0,44,79,0.55,fast,CurrentQuery,60,incident_4
q829,56,0.9491525423728814,45,69,0.6428571428571429,fast,OverlapTrap,4,sts_5
q829,11,0.18644067796610164,46,19,2.3,fast,PastQueryTrap,49,sts10
q83,5,0.0847457627118644,29,79,0.3625,medium,AsOfQA,55,api_15
q83,52,0.8813559322033898,25,49,0.5,medium,PastQueryTrap,8,model_2
q83,57,0.9661016949152542,48,69,0.6857142857142857,fast,OverlapTrap,3,inc_7
q83,46,0.7796610169491526,42,19,2.1,fast,OverlapQuery,14,sts11
q830,1,0.016949152542372836,9,59,0.15,slow,AsOfQA,59,spec_22
q830,60,1.0,9,39,0.225,slow,ChangeDetection,0,spec_11
q830,58,0.9830508474576272,46,69,0.6571428571428571,fast,OverlapTrap,2,inc_15
q830,22,0.3728813559322034,20,9,2.0,medium,OverlapQuery,38,api7
q831,31,0.5254237288135593,26,69,0.37142857142857144,fast,AsOfQA,29,status_13
q831,1,0.016949152542372836,39,79,0.4875,fast,CurrentQuery,59,status_17
q831,30,0.5084745762711864,45,19,2.25,fast,OverlapQuery,30,sts13
q832,56,0.9491525423728814,45,69,0.6428571428571429,fast,AsOfQA,4,incident_14
q832,60,1.0,42,79,0.525,fast,ChangeDetection,0,docs_3
q832,4,0.06779661016949157,43,69,0.6142857142857143,fast,PastQueryTrap,56,inc_17
q832,0,0.0,15,9,1.5,medium,CurrentQuery,60,api1
q833,4,0.06779661016949157,25,79,0.3125,medium,AsOfQA,56,model_7
q833,40,0.6779661016949152,16,39,0.4,slow,PastQueryTrap,20,hardware_19
q833,47,0.7966101694915254,25,39,0.625,medium,DecayTrap,13,api_7
q833,19,0.3220338983050848,5,9,0.5,slow,OverlapQuery,41,hw3
q834,23,0.38983050847457623,22,79,0.275,medium,AsOfQA,37,api_17
q834,57,0.9661016949152542,26,49,0.52,medium,PastQueryTrap,3,api_17
q834,56,0.9491525423728814,17,39,0.425,medium,OverlapTrap,4,mdl_11
q834,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts12
